text,salary_benefits,training_learning,management_leadership,culture_environment,office_workspace,work_hours_workload,career_growth_opportunities,process_policies,hr_recruitment,project_technology,job_security,general,company,reviewer_id
"gì xàm thôi rồi , nguyên buổi phỏng_vấn câu nọ đá câu kia , mình có hỏi đồng_nghiệp thì họ bảo có_thể đang thử sức chịu_đựng , nhưng nghĩ_lại thấy nực cười , ngay cả câu hỏi đặt ra cho ứng_viên thì chính câu hỏi sau nó lại mâu_thuẫn với câu trước . còn về chuyên_môn , rõ_ràng có yêu_cầu dùng tech đó , nhưng lúc phỏng_vấn lại bảo cái đó cũ rồi , không ai dùng nữa . ủa z rồi để nó lên phần yêu_cầu chi_má ?",0,0,0,0,0,0,0,0,2,2,0,0,Motorist Pte Ltd,75c082
"công_ty có văn_hóa hòa đồng và giúp_đỡ nhau , leader và manager quan_tâm và support các member . recommend những bạn có ý_muốn tìm công_ty product để cống_hiến lâu_dài .",0,0,1,1,0,0,1,0,0,0,0,0,Motorist Pte Ltd,2280de
"công_ty này thấy để trang tuyển_dụng max 30 tr , mà vào phỏng_vấn toàn max 15,16_tr thôi_nhá . khá hụt_hẫng khi họ deal lương mình chỉ deal 18 tr họ nói cao so với vị_trí tương_ứng trong công_ty , không hơn được dù có kinh_nghiệm tương_tự . với_lại chính_sách công_ty này cũng không thực_sự tốt làm t7 , văn_phòng nhỏ , quy_mô công_ty nhỏ",2,0,0,0,2,2,0,2,2,0,0,2,My Spa,3c955a
"công_ty tuyển_dev quanh_năm nhưng không ai vào , hay vào rồi cũng đi sớm , với cách quản_lý ngặt_nghèo . chính_sách phúc_lợi tệ , lại còn làm thứ 7 và quan_trọng là trả lương rất bèo_bọt đừng tin quảng_cáo , tăng lương ít",2,0,2,0,0,2,2,0,2,0,0,0,My Spa,9a4cd4
"lương bèo_bọt , quy_trình làm_việc không có . công_ty gia_đình sếp làm giám_đốc vợ sếp làm phó giám_đốc . nói tóm_lại là công_ty gia_đình",2,0,2,2,0,0,0,2,0,0,0,0,My Spa,2030dd
"công_ty quá đỉnh văn_phòng hiện_đại , đãi_ngộ cực_kỳ tốt , coi_trọng artist . nói_chung không có chỗ nào để chê",1,0,0,1,1,0,0,0,0,0,0,1,NCSoft Vietnam Visual Studio,c957ce
"công_ty môi_trường tốt , lương thưởng tốt , các đồng_nghiệp như gia_đình nên làm_việc thoải_mái lắm đó . muốn dọn nhà ở trên công_ty luôn",1,0,0,1,0,0,0,0,0,0,0,0,NCSoft Vietnam Visual Studio,b3933f
"về môi_trường thoải_mái , có cho đi trễ về sớm , ngày phép nhiều công_việc như huần_hòe , cái gì cũng muốn cái gì cũng đòi mà không quan_tâm mình đang có gì . bắt_chước ng khác mà làm không tới , cái gì cũng tạm_bợ",0,0,2,1,0,3,0,2,0,0,0,0,NCT Corporation,36ec1a
"công_ty cc gì người cho laptop , người xài máy bàn cũ là sao , quay số random à",0,0,0,0,2,0,0,0,0,0,0,0,NCT Corporation,6748cc
"đấu đá nội_bộ thường_xuyên , thích lộng_quyền , hay nịnh nọt_sếp mới mong có vị_trí cao lương ngon . người giỏi đi hết , chỉ còn mấy cụ ở lại cưỡi ngựa xem hoa kiếm cơm qua_ngày . nói thật chứ so với thị_trường mấy người này chả có năng_lực .",0,0,2,2,0,0,2,0,0,0,0,0,NCT Corporation,69a466
"làm đ làm thì nghỉ , chửi chửi cc",0,0,0,2,0,0,0,0,0,0,0,0,NCT Corporation,98fba1
năm nay có lên lương không mọi người ?_hồi nghỉ đã không lên lương 2 năm rồi,2,0,0,0,0,0,0,0,0,0,0,0,NCT Corporation,152f43
"nghe thằng bạn nói công_ty có mấy f0 luôn nhưng vẫn bắt nhân_viên đi làm bình_thường , thằng đó hên vừa nghỉ tháng trước chứ không ăn cc",0,0,0,0,0,0,0,2,0,0,0,0,NCT Corporation,030a62
", công_ty vẫn hoạt_động ngon_lành đó , chúng_mày thấy tao nói đúng không . không có đám dev tụi bây thì tao đỡ tiền trả lương , tao méo cần tụi mày . tao đết sợ đứa nào hết , mà có phải công_ty của tao đâu , đợt này tao lại review tăng lương cho tao nữa đó , tụi bây làm được cc gì tao",2,0,2,2,0,0,0,0,0,0,0,0,NCT Corporation,65a3be
"bán công_ty với giá 30 tr , sau khi đuổi 1 mớ , ceo [ PERSON_] và 1 đám ăn_hại đã rời khỏi công_ty",0,0,2,0,0,0,0,0,0,0,2,0,NCT Corporation,4d5964
"làm_sao để phá_hủy công_ty một_cách nhanh nhất ? đó là đưa những đứa ngu lên làm lãnh_đạo , từ trên xuống dưới quyền_lợi thì nhận nhưng trách_nhiệm thì đùn_đẩy cho nhau tài_năng có_hạn mà thủ_đoạn vô_biên",0,0,2,2,0,0,0,0,0,0,0,0,NCT Corporation,3fab20
"ngoài cái trang nghe nhạc ra_đời sớm nhưng vẫn hít_khói người ta ra thì cố_bày làm thêm cái gì rồi cũng dẹp , ngốn không biết_bao_nhiêu tiền đầu_tư mà cũng dễ hiểu thôi năng_lực không có nhiêu_bợ đỡ là chính thì làm được gì ra hồn",0,0,2,0,0,0,0,0,0,2,0,0,NCT Corporation,d9ed28
"sau khi đuổi 1 mớ , ceo [ PERSON_] đã rời khỏi công_ty , để xem còn lại được gì",0,0,2,0,0,0,0,0,0,0,2,0,NCT Corporation,80459f
"thằng phỏng_vấn mất dạy vô_cùng , bố_láo , cà_chớn , coi_thường kinh người không biết nó giỏi cỡ nào , khuyên mọi người đừng vào",0,0,0,0,0,0,0,0,2,0,0,2,NCT Corporation,7fa331
"không có công_ty tất_cả bọn mày chết đói hết , bố láo_ak , vừa đuổi 15 các ban_bệ đó , ngay tháng 8 , đứa nào không sợ nghỉ đi xem có chết_đói hết cả đám không , chúng_mày chỉ giỏi núp sau cái bàn_phím thôi ak , ban_phát việc_làm còn lên_tiếng thì ban_đầu đừng có chui vào , phải phục_vụ chúng_mày cơ_ak ,",0,0,2,2,0,0,0,0,0,0,2,0,NCT Corporation,f54a36
"không biết mọi người ở lại có ổn không , may_mà tui nhanh chân dzọt trước . nghe nói giờ vẫn chưa tăng lương_hả , bữa tui đi cười tui dữ lắm mà giờ , giảm 15 nhân_sự nữa à , hô hô",2,0,0,0,0,0,0,0,0,0,2,0,NCT Corporation,ea167b
"công_ty mới đuổi 15 ngay giữa dịch , lý_do tình_hình kinh_doanh khó_khăn bây bảo_hiểm lại đang tuyển , trước_đây chém thưởng 1 năm 4 tháng lương , vào gần năm không thấy đâu , họp với xếp xong , xếp_chửi , xong_xuôi thì họp riêng chửi xếp_xếp chửi nhân_viên ngu , nhân_viên chửi xếp ngu không đem ra mà so thằng nào ngu hơn thằng nào , đẻ ra cái core team với pre core team để lên mặt với nhau",2,0,2,2,0,0,0,0,0,0,2,0,NCT Corporation,02eff2
"môi_trường nhìn_chung là ok , văn_phòng đẹp . học_hỏi có cho đi học những khóa_học ngoài tuy_nhiên đa_phần là kỹ_năng mềm không liên_quan đến công_việc . cơm trưa có cho ăn cơm trưa , đặt mỗi sáng , cũng nhiều món . team building year end party về khoảng này khá hoành_tráng , hàng năm đều được đi , đi kiểu hành_xác là chính , chơi khá vui . công_nghệ có yêu_cầu nghiên_cứu công_nghệ nhưng đa_phần không được áp_dụng . girl công_ty khá nhiều girl so với công_ty công_nghệ , mặc_dù các chị già cũng hơi nhiều . lương mức trung_bình so với thị_trường , đừng tin vào việc hứa_hẹn thưởng quý , thưởng tháng con_số này rất ít . nếu deal được lương tốt thì vào , hứa_hẹn thì đừng tin vì các cô_bác bên trên rất hay quên .",3,2,2,3,1,0,0,0,0,2,0,0,NCT Corporation,94c3a5
"mới phỏng_vấn công_ty này , lương cũng tạm chấp_nhận được . thấy chia_sẻ nhiều chính_sách phúc_lợi cũng tốt nhưng chưa kịp vào để trải_nghiệm thử do có offer khác tốt hơn nhiều . gặp 2 anh phỏng_vấn cũng dễ_thương nhưng có 1 anh nhìn ánh mắt hơi gay_gay . nếu có cơ_hội các bạn có_thể thử .",3,0,0,0,0,0,0,1,3,0,0,3,NCT Corporation,c4a0a4
toxic toxic toxic toàn lũ làm giọng cha giọng mẹ với người khác,0,0,0,2,0,0,0,0,0,0,0,0,NCT Corporation,688b82
"phỏng_vấn việc_làm , pass vòng cv hr không gọi điện hẹn lịch trước mà tự_ý gửi mail sắp_xếp lịch không hỏi qua ứng_viên . bận vì có lịch với công_ty khác nên viết tận 2 cái mail xin đổi lịch phỏng_vấn nhưng không thấy trả_lời . ngay khâu tuyển_dụng đã thấy thiếu chuyên_nghiệp r",0,0,0,0,0,0,0,0,2,0,0,0,NETVIET - VTC10,c56b1a
"công_ty rẻ_rách , chèn_ép , nịnh_bợ là giỏi chứ không được mấy người có chuyên_môn",0,0,2,2,0,0,0,0,0,0,0,0,"NIKKISO Inc,",30985f
"hành_chính nhân_sự gà làm_ăn như đấm vào mồm , công_ty không được ai tử_tế",0,0,0,2,0,0,0,0,2,0,0,0,"NIKKISO Inc,",c27fad
"lương thấp , ma cũ bắt_nạt ma mới , khó lên chức",2,0,0,2,0,0,2,0,0,0,0,0,"NIKKISO Inc,",88d64a
"nhân_viên trong công_ty tuyển được người mới vào sẽ có hoa_hồng nên mấy bài tuyển_dụng mà khen khen thì đều là lùa gà_nha , vào rồi văn_hóa công_ty thấy ghê luôn",0,0,0,2,0,0,0,0,2,0,0,0,"NIKKISO Inc,",91a1d0
"drama lùm_xùm , sếp quấy_rối nhân_viên nhưng mọi người nhắm_mắt làm_ngơ",0,0,2,2,0,0,0,0,0,0,0,0,"NIKKISO Inc,",58b008
yêu_cầu thì cao_lương thì thấp_ẻ . hr yêu_cầu engineer toeic 750 trở lên trong khi viết còn sai_ngữ pháp,2,0,0,0,0,0,0,0,2,0,0,0,"NIKKISO Inc,",49c377
vãi công_ty tuyển liên_tục mà lần nào cũng thử máu . đi ứng_tuyển mọi người nên ghi_âm trong quá_trình phỏng_vấn và lấy máu làm bằng_chứng,0,0,0,0,0,0,0,2,2,0,0,0,NITORI Furniture Vietnam EPE,09e78f
vãi đi ứng_tuyển vị_trí khối vp . không biết trúng_tuyển hay không các ứng_viên đều được đi lấy máu khả_năng công_ty kinh_doanh thêm cả khoản bán máu,0,0,0,0,0,0,0,2,2,0,0,0,NITORI Furniture Vietnam EPE,d8e245
"lương bèo vl ra , quy_trình làm lỏ kẹc vl , từ mua hàng đến các thứ khác , công_ty này làm nhiều thì cũng bị tụi nó lợi_dụng , chia bè phái ra , nhất_là mấy tk biết tiếng nhật_vs tụi làm lâu , theo tụi nó thì sống , mà nghịch tụi nó thì đi , năng_lực công_ty này không bằng nịnh hót đâu , có tiếng nhật_nịnh là lợi_thế , mấy tk_nhật thì như lỏ_kẹc toàn nói xàm_lol không cần_thiết , chỉ muốn bóc_lột nhân_công không muốn đầu_tư , tai_nạn liên_miên mà kêu an_toàn số 1 cái quần_què , ai làm sẽ hiểu",2,0,2,2,2,2,0,2,0,0,0,0,NITORI Furniture Vietnam EPE,c14994
"nhiều nữ , soi_mói nhau , bụi kinh_khủng , đi ăn cũng rõ xa . hr có_vẻ già , nhân_viên oánh số sau lưng hơi tù",0,0,0,2,2,0,0,2,3,0,0,0,NITORI Furniture Vietnam EPE,19649d
"mọi thứ đều tốt . kỷ_niệm đẹp tại đây , tiếc khi nghỉ .",0,0,0,0,0,0,0,0,0,0,0,1,NITORI Furniture Vietnam EPE,0318c9
"hẹn phỏng_vấn xong lại lùi , lùi hẹn xong lại mất_hút luôn ? phỏng_vấn thiếu chuyên_nghiệp quá đi ạ . hr thì pr các kiểu",0,0,0,0,0,0,0,0,2,0,0,0,NMS,f5025b
"công_ty bán người đi phỏng_vấn với client , trúng thì làm , không thì có_thể tuyển vào làm tạm r đá . cũng dựng mấy dự_án lên nhma cũng dễ sập vì tính khả_thi không cao . nhìn_chung là call center của [ COMPANY_] , [ COMPANY_] , [_COMPANY ] cơ_bản , cuối năm max 1 tháng lương . test còn phải làm hunt với viết content và kiểu mấy tin nhắn cho [ COMPANY_] sàn nhà vs_hôi và bẩn",2,0,0,0,2,0,0,0,2,2,2,0,NMS,d4fe51
"tao chưa đi phỏng_vấn chỗ nào mà lễ_tân mặt lạnh như tiền như ở đây , trả_lời thì cộc_lốc . công_ty có_vẻ nhỏ . đến phỏng_vấn thì chờ lâu nhưng chị hr cũng ra xin_lỗi các thứ nên bỏ_qua . đang chờ kết_quả phỏng_vấn xem sao",0,0,0,0,3,0,0,0,3,0,0,0,NMS,d6164b
"mình làm đây gần 2 năm mảng telesale , công_ty không chậm lương bao_giờ sếp tâm_lý , hiểu nhân_viên cv sale nên muốn lương cao thì phải đầu_tư thêm thời_gian chế_độ ổn",3,0,1,0,0,3,0,0,0,0,0,0,NMS,882fed
công_ty xịn nên vào làm_việc,0,0,0,0,0,0,0,0,0,0,0,1,NMS,7903f2
"đã làm tháng thứ 5 , môi_trường ok , anh pm giỏi và rất tâm_lý . may_mà hồi phỏng_vấn không đọc review hóa lại hay .",0,0,1,1,0,0,0,0,2,0,0,0,NMS,43027a
"đi làm nhập_liệu nói_chung là theo sp , làm nhiều ăn nhiều . được cái c lead có tâm_vãi . chậm lương chưa có tiền đóng tiền nhà , c còn cho mượn để đóng nữa , chưa gặp người tốt như_vậy bh luôn .",2,0,1,0,0,0,0,0,0,0,0,0,NMS,f0bdcd
"không có chế_độ onsite , không hỗ_trợ tiền gửi xe khi đi onsite , thưởng cuối năm gửi mail thì người có người không , người thưởng cao thì sẽ gửi , còn ai thấp thì xác_định mặc_định 1 tháng lương nếu làm full năm . giờ_giấc làm_việc thì thoải_mái đổi lại chế_độ lởm_khởm nhất trong những công_ty đã làm . sếp không quan_tâm nhân_viên , chia bè chơi",2,0,2,2,0,1,0,0,0,0,0,2,NMS,957119
"mình đang làm onsite tại đây , thấy chế_độ cũng oke mà sao nhiều rv tiêu_cực nhỉ ? công_ty cũng khá quan_tâm đến đời_sống anh_em os , tổ_chức ăn_uống , hát_hò giao_lưu , hr cũng nhiệt_tình",1,0,0,1,0,0,0,0,1,0,0,0,NMS,9b4ec2
"test 1 bài iq , 1 bài trắc_nghiệm tiếng anh . sau đó mới vào phỏng_vấn . hr lịch_sự , thân_thiện . còn môi_trường như_thế_nào thì mình chưa làm_nên không rõ .",0,0,0,0,0,0,0,3,1,0,0,0,NMS,bb01e9
"né công_ty này gấp . công_ty giờ thì chuyên đi đánh thuê , thưởng tết chỉ được 1 tháng lương . OT thì lúc tính lúc không , tùy dự_án . bác nào muốn thoải_mái mà không cần lương cao thì vào đây . đừng nghe mấy em hr vẽ nhé .",2,0,0,0,0,0,0,2,2,2,0,2,NMS,8a9b37
công_ty làm_việc thiếu chuyên_nghiệp . lương thưởng chia éo công_bằng gì . sếp thì suốt ngày trà đá vs đi đánh cờ .,2,0,2,0,0,0,0,2,0,0,0,0,NMS,4d171c
"công_ty chán_vl , thằng phỏng_vấn da đen có nốt ruồi , đm cười trông_điếm thôi rồi .",0,0,0,0,0,0,0,0,2,0,0,2,NMS,582db3
"công_ty không review lương gì . bao_giờ nghỉ may_ra ms nói_chuyện . chế_độ thưởng thì hơi lởm , năm được 1 tháng lương . OT không được tính , estimate vô_tội_vạ nên mặc_định OT để làm xong task , quá thấp so_vs các công_ty khác .",2,0,0,0,0,2,0,2,0,0,0,0,NMS,678e6b
"công_ty này mới mở thêm nhánh tuyển_dụng reco , khá tạp_nhạp . job description mập_mờ , làm recruit cho công_ty khác lôm_côm , không hề báo trước ứng_viên progres",0,0,0,0,0,0,0,2,2,0,0,0,NTQ Solution,99738b
"mới đi phỏng_vấn bên này về , review cho các bác em hr nhiệt_tình , và người phỏng_vấn nhiệt_tình có kết_quả khá nhanh , hôm trước phỏng_vấn hôm sau có offer rồi offer bằng eect , nhưng chính_sách không có gì đặc_biệt , như các bên khác",0,0,0,0,0,0,0,3,1,0,0,0,NTQ Solution,6ed169
đi đái_lâu cũng bị chị qa check,0,0,0,2,0,0,0,0,0,0,0,0,NTQ Solution,aca7ea
"đánh_giá nhân_viên không dựa trên chỉ_số nào cả . tất_cả toàn đánh_giá theo cảm_tính . việc lương_thưởng cũng không có rank rõ_ràng . vào làm không biết phải học_tập , phấn_đấu theo hướng nào để tăng rank .",2,0,0,0,0,0,2,2,0,0,0,0,NTQ Solution,8f71cf
quy_trình làm_việc chán vl luôn . thưởng dự_án thì các bác đọc review bên dưới biết rồi . đợi mòn_mỏi đến phút 90 thì mail bonus max 2 tr team building tự đóng tiền nhé . công_ty hỗ_trợ ít thôi . nhưng_mà vẫn phải tạo_dáng làm màu cho [_COMPANY ] chụp choẹt khoe_khoang . công_ty quy_mô khá nhiều nhân_sự nên việc connect nhân_viên ít thấy có . ngày_ngày đi làm như 1 cái máy rồi về . review lương nhưng chưa chắc được tăng nhé các bạn .,2,0,0,2,0,0,2,2,0,0,0,0,NTQ Solution,5.84E+11
"công_ty cũng ổn , miễn đ phải sdc6 nhé . vào đây né_né cái ổ đấy ra . làm thì ít mà mang nợ về thì nhiều . sặc mùi vai vế bè_cánh đi làm chỉ ngồi chơi dí_việc người khác mình nhận công . người làm được_việc thì bị vắt_kiệt còn ai mạnh_miệng thì cứ ngồi chơi thôi",0,0,2,2,0,2,0,0,0,0,0,3,NTQ Solution,a6be03
không biết các bên thế_nào chứ bên này đóng bảo_hiểm mức cơ_bản được_cái có thêm cái bảo_hiểm nâng cao nên đi nhổ răng_ngu ở bệnh_viện cũng đỡ tốn một khoản . nhưng cái thủ_tục để được hỗ_trợ cũng lằng_nhằng vcđ,3,0,0,0,0,0,0,2,0,0,0,0,NTQ Solution,fa6a44
cho các chú xem bảng offer range của [ COMPANY_] này prnt . sc nembo4qfqce7 bên os t techlead ios thấy chẳng ai đến được 4 x mà [_COMPANY ]_min đã 45 rồi,2,0,0,0,0,0,0,0,2,0,0,0,NTQ Solution,c07675
"mình từng pass phỏng_vấn ở công_ty và có tham_khảo đánh_giá ở đây nhưng vẫn quyết_định đi làm mà thực_sự thấy sai_lầm . công_ty tuyển ồ_ạt inter fresher xong rồi vẽ ra đủ thứ nào_là đào_tạo bài_bản chuyên_nghiệp ra sao , quy_trình thế_nào nhưng thực_chất thì các lớp đào_tạo của công_ty đều chẳng ra cái gì hết . lớp chuyên_môn , mới đầu được 1 anh pm vào dạy đúng 4 buổi lý_thuyết suông xong còn lại toàn 2 bạn fresher ở công_ty được 1 năm ngồi lớp nhưng cũng chả dạy gì , đúng kiểu tự học nhau , thuyết_trình xong chả ai nghe , làm cho có những vẫn mất thời_gian , không hề được hướng_dẫn 1 tí tẹo_tèo teo nào ncl bảo lộ_trình đào_tạo 4 tháng cho yên_tâm chứ vào được hơn tháng là công_ty bày_đặt phỏng_vấn đồ lại đuổi đi hết , tuyển fesher ồ_ạt chỉ để công_ty khỏi đóng thuế , bày đặt đạo_lý kêu cái gì , nói_chung công_ty và bộ_phận lnd không có đạo_đức",0,2,2,2,0,0,0,2,2,0,2,0,NTQ Solution,fad8ba
công_ty như lìn_thế cho nó vuông,0,0,0,0,0,0,0,0,0,0,0,2,NTQ Solution,9f002f
"đến phỏng_vấn anh_em interviewer và hr cũng nhiệt_tình , khá ổn . nhưng đi thang_máy lằng_nhằng quá , tý muộn giờ",0,0,0,0,2,0,0,0,1,0,0,0,NTQ Solution,ebe966
"cũng đi tham_khảo ở vài chỗ , thì nhìn_chung chính_sách [_COMPANY ] cũng same_same với mấy bên outsource khác , được_cái bảo_hiểm sức khỏe nâng cao là ổn_áp hơn mấy bên khác . nghe ông anh_chị review cover được hết cả chi_phí khám tổng_quát thấy bảo thời_gian làm_việc cũng thoải_mái , đi muộn thấy có cái mail thôi . mới vào thì thấy cũng tạm",1,0,0,0,0,1,0,3,0,0,0,3,NTQ Solution,7882d6
"bức_xúc về chính_sách thì anh_em nói quá nhiều rồi , tôi không có gì bàn thêm vì nó tệ_vl . thực_ra lúc tôi mới vào thì công_ty không tệ_thế . không biết anh_em có như tôi , sếp không tôn_trọng nhân_viên . ví_dụ là một thay_đổi liên_quan đến bộ_phận tôi nhưng không được thông_báo gì . nên cút sớm . tôi thì chim_cút rồi .",0,0,2,0,0,0,0,2,0,0,0,2,NTQ Solution,4e9b66
"với tình_hình này khả_năng không có tháng lương 13 , 14 anh_em ạ",2,0,0,0,0,0,0,0,0,0,0,0,NTQ Solution,f8245f
"công_ty làm dự_án mà bảo_mật như quần_què , hacker được vô cả hệ_thống và bắt_bớ đòi tiền chuộc bằng coinn . lmao thực_sự 12 năm mà thủ_công 80",0,0,0,0,0,0,0,2,0,2,0,0,NTQ Solution,ad2ad2
"comtor hàn ở đây kiểu khinh người nha mấy anh_chị_em , lúc phỏng_vấn ứng_viên khác thì tỏ thái_độ khinh_khỉnh . rùi sớm bị_nghiệp quật nè . đời có nhân_quả hết . nhiều bạn_bè tôi cũng phỏng_vấn ở đây rồi và cũng review y_chang .",0,0,0,2,0,0,0,0,2,0,0,0,NTQ Solution,779078
"mình từng pass phỏng_vấn ở công_ty và có tham_khảo đánh_giá ở đây nhưng vẫn quyết_định đi làm và thật_sự thấy sai_lầm . công_ty tuyển ồ_ạt intern fresher xong rồi vẽ ra đủ thứ nào_là đào_tạo bài_bản chuyên_nghiệp ra sao , quy_trình thế_nào , nhưng thật_sự thì tất_cả các lớp đào_tạo của công_ty đều chẳng ra một cái gì . lớp kỹ_năng khi vào các b sẽ được xếp lớp theo ngôn_ngữ thực_tập , đào_tạo về kỹ_năng thì có tầm 3 lớp là lớp dạy về horenso , kỹ_năng giao_tiếp và thuyết_trình , rồi văn_hóa công_ty , kỹ_năng lập kế_hoạch viết mail vớ vẩn gì đó , nghe thì có_vẻ hay nhưng tham_gia khá mất thời_gian và khuôn_sáo , được học với [ PERSON_] và [ PERSON_] thì cũng gọi là tạm , không đến_nỗi nào , nhưng từ khi [ PERSON_] đi xong thay bằng [_PERSON ] thấy học lớp kỹ_năng nó mệt_mỏi hẳn , tra opsm thấy bạn này cũng kinh_nghiệm 2 năm rồi nhưng thấy bạn bày_vẽ và làm_việc không chuyên_nghiệp , thường_xuyên quên lịch xong đi xin_lỗi , có lần bạn báo sai phòng học cho lớp mình xong rồi bảo là ơ_bọn này ngáo à ? bình_thường không sao chứ được giao project làm bù cổ không xong vẫn bắt làm pp thuyết_trình chủ_đề vớ_vẩn như fixbug là gì , fixbug có quá quan_trọng , bla bla . nếu không bận thì làm cũng được nhưng đằng này bên l amp kiểu , kệ mẹ cm , tao cứ làm xong việc của t là được , quan_tâm làm gì lũ đáy công_ty như chúng m . lớp chuyên_môn mới đầu được một anh pm vào dạy đúng 4 buổi lý_thuyết suông xong còn lại toàn 2 bạn fresher làm ở công_ty được 1 năm ngồi lớp , nhưng cũng chả dạy gì , [_PERSON ] giao chủ_đề nghiên_cứu hôm đó học cho từng nhóm xong đến lượt nhóm nào thì nhóm đó tự nghiên_cứu tự lên thuyết_trình về chủ_đề đó , đúng kiểu tự học nhau , thuyết_trình xong cx chả ai nghe , làm cho có nhưng vẫn mất thời_gian , không hề được hd_update . hiện_giờ 2 bạn fresher hướng_dẫn này đã nghỉ ở công_ty , cũng chưa làm hết hạn hợp_đồng 1 năm nữa , chả biết sao nữa . lớp tiếng anh cũng học được thêm để tăng vốn từ , nhưng phải pass phỏng_vấn lần 2 mới được học vì trc đó trùng_lịch với các lớp kỹ_năng khác . một_số bạn được học 2 4 buổi gì đó vì level class đó opening trước , nhưng vẫn dạy đúng với tinh_thần dạy_dỗ của công_ty , nhiều số giờ dạy là được , mình nhớ [ PERSON_] hay sao đó ngồi lớp còn bảo các bạn không phải ghi gì đâu xem slide là được . nch bảo lộ_trình đào_tạo 4 tháng cho yên_tâm chứ vào được hơn tháng là công_ty bày_đặt phỏng_vấn lại đuổi đi hết r , làm tốn thời_gian và lỡ mất bao dự_định của người khác , bày đặt đạo_lý kêu cái gì mà không phải bên mk biết thừa mà vẫn tuyển đâu . đợt phỏng_vấn mình xong anh senior có nhắn qua skype cho mình là anh chỉ phỏng_vấn theo chỉ_đạo của cấp trên và không nghĩ gì về việc fail hay pass . nch cũng cơ_cấu hết trc rồi phỏng_vấn làm hình_thức thui . mà chưa chắc pass training on job đã ngon_nha , bạn mk vào phải cái project lởm sau 3 tháng cx bị cook rồi , trong khi bên reactjs có bạn nữ đọc word liền 3 tháng thì lên nvct ảo thật đấy nói_chung công_ty và bộ_phận l_amp nói_riêng không có đạo_đức , công_ty thành_lập từ những năm 2011 nhưng công_ty giờ toàn những người từ 2021 đổ lên , thậm_chí bộ_phận dev tìm người vào công_ty năm 2019 cũng hiếm , nói đến đây cũng đủ hiểu là công_ty không ra gì thế_nào rồi . à , sống chân_thật hơn_nữa [_PERSON ] thân_yêu của em nhé , biết là cái nghề của bạn là vậy , người cũng xinh_xắn lại là du_học_sinh nên cái tầm_mắt bạn cx cao hơn người khác nhưng_mà please live more virtuously",0,2,2,2,0,0,2,2,2,2,2,0,NTQ Solution,a2d510
"công_ty nát_vkl , không_thể ngửi được , học fresher lương onjob 4 tr nhưng toàn bắt làm job khó vkl , sau lên chính_thức tùy năng_lực nhưng auto 7 tr , đ đủ sống ở hn luôn , ai có ý_định chui vào đây thì dừng lại nhé",2,2,0,0,0,2,2,0,0,0,0,2,NTQ Solution,f18549
công_ty càng_ngày_càng nát tới đáy tốt nhất là đừng vào đi ra là hr ngta đéo tuyển đâu .,0,0,0,0,0,0,0,0,2,0,0,2,NTQ Solution,d3b74d
"tester ngu vl , không phân_biệt được đâu là bug đâu là issue log linh_tinh_vl .",0,0,0,2,0,0,0,2,0,0,0,0,NTQ Solution,095a67
"dev code rất ngu , không nên vào để hốt_shit của mấy bọn đi trước .",0,0,0,0,0,0,0,0,0,2,0,0,NTQ Solution,8b787d
"thấy môi_trường cũng trẻ_trung , văn_phòng sáng_sủa nhưng máy chấm công_chán quá , hay bị lỗi",0,0,0,3,1,0,0,2,0,0,0,0,NTQ Solution,51031c
"công_ty làm_ăn đ biết lãi_lỗ như_thế_nào nhưng động đến vụ lương_thưởng gây ức_chế bỏ mọe , lấy hết lý_do này lý_do nọ để đ cho lên lương , thưởng thì đ thấy bh có",2,0,0,0,0,0,0,0,0,0,0,0,NTQ Solution,23938c
"công_ty sắp ra chính_sách lương_thưởng đi rất đi vào lòng đất . lương chia 2 phần 80 lương cứng , 20 lương hiệu_quả do pm đánh_giá , do tình_hình dự_án lỗ lãi , tức_là nếu b bị vào dự_án cháy sml thì 20 này của b coi như xong và 20 này nếu b nghỉ_phép và nghỉ bù_OT nhiều quá sẽ bị ảnh_hưởng anh_em có ý_định vào thì deal lương cẩn_thận . đừng để cái bánh vẽ 13 , 14 tháng lương . mà tốt nhất là nên tránh xa",2,0,2,0,0,2,0,2,0,0,0,2,NTQ Solution,d4bcde
"cũng là fresher chuẩn_bị hết hạn hợp_đồng , nhưng xin bênh công_ty một_tí . thấy mọi người gay_gắt với công_ty quá vào môi_trường nào cũng có người_này người_nọ , không phải ai cũng xấu cũng như dự_án và công_ty kể_cả dự_án có OT thì mình cũng thấy may_mắn vì vẫn có công_việc giữa thời_buổi kinh_tế khó_khăn này nếu hỏi mình khi nghỉ_việc thì có tiếc đồng_nghiệp không thì câu trả_lời là có nhưng nếu hỏi mình có muốn gắn_bó lâu_dài với [ COMPANY_] không thì câu trả_lời sẽ là không .",0,0,0,1,0,3,0,0,0,0,1,2,NTQ Solution,c2ea12
